Register_date;IP_addr;UID;Gender;Age_group;Education_group;Ethnic_group;lineupID;suspectID;Lineup_generator;selectedCandidate;correct;Time_to_decision
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;5;8121007141903;0;8121007141903;TRUE;44.114000082016
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;6;8300518161902;2;8300518161902;TRUE;61.5329999923706
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;7;8510203150012;2;8510203150012;TRUE;86.0409998893738
2018-02-17 13:18:34.624000;89.24.181.130;834320;M;60;uni;white;8;10150425165030;0;9270307160403;FALSE;67.9920001029968
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;1;8061205130408;0;8061205130408;TRUE;36.6970000267029
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;2;8100303170706;0;11211007140704;FALSE;30.2300000190735
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;3;10301206130703;0;10301206130703;TRUE;31.7039999961853
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;4;13430524130707;3;13430524130707;TRUE;25.6930000782013
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;5;8121007141903;1;8121007141903;TRUE;13.1870000362396
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;6;8300518161902;3;11510220130104;FALSE;16.1410000324249
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;7;8510203150012;3;11360116170403;FALSE;22.2569999694824
2018-02-17 15:15:58.225000;90.180.99.3;790537;M;70;uni;white;8;10150425165030;0;10150425165030;TRUE;23.1219999790192
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;1;8061205130408;3;8061205130408;TRUE;34.1890001296997
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;2;8100303170706;2;8100303170706;TRUE;41.6879999637604
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;3;10301206130703;0;10450825110103;FALSE;50.1289999485016
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;4;13430524130707;3;13430524130707;TRUE;44.3070001602173
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;5;8121007141903;0;8121007141903;TRUE;19.8579998016357
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;6;8300518161902;0;12460321160014;FALSE;33.2810001373291
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;7;8510203150012;0;19240112170707;FALSE;32.595999956131
2018-02-17 16:15:53.350000;80.188.69.77;654051;F;50;uni;white;8;10150425165030;2;10150425165030;TRUE;51.683000087738
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;1;8061205130408;1;8061205130408;TRUE;61.3410000801086
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;2;8100303170706;0;8100303170706;TRUE;74.6429998874664
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;3;10301206130703;0;12590531130403;FALSE;50.6410000324249
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;4;13430524130707;1;13430524130707;TRUE;62.3980000019073
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;5;8121007141903;0;8121007141903;TRUE;203.194000005722
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;6;8300518161902;1;15511202161405;FALSE;73.9449999332428
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;7;8510203150012;0;14330422141902;FALSE;58.1400001049042
2018-02-17 21:38:15.665000;89.203.220.98;79367;M;40;uni;white;8;10150425165030;3;10150425165030;TRUE;53.3299999237061
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;1;8061205130408;0;8061205130408;TRUE;61.1150000095367
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;2;8100303170706;0;9261102150402;FALSE;52.1289999485016
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;3;10301206130703;1;10301206130703;TRUE;56.2520000934601
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;4;13430524130707;3;13430524130707;TRUE;56.6419999599457
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;5;8121007141903;3;8121007141903;TRUE;49.8050000667572
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;6;8300518161902;2;8300518161902;TRUE;53.1969997882843
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;7;8510203150012;0;19240112170707;FALSE;223.22400021553
2018-02-17 23:08:06.309000;109.239.78.186;452178;F;60;uni;white;8;10150425165030;0;10150425165030;TRUE;64.7809998989105
2018-02-18 11:14:45.810000;88.102.137.251;869477;F;50;high;white;1;8061205130408;0;8061205130408;TRUE;54.4869999885559
2018-02-18 11:14:45.810000;88.102.137.251;869477;F;50;high;white;2;8100303170706;1;8100303170706;TRUE;72.6270000934601
